# CATH_ID	S35_REPS	DOMAINS	NAME
3.20.20.350	1	32	Diol/glycerol dehydratase, large subunit
3.20.20.360	2	71	Malate synthase, domain 3
3.20.20.370	23	111	Glycoside hydrolase/deacetylase
3.20.20.380	3	22	Copper homeostasis (CutC) domain
3.20.20.390	4	61	FMN-linked oxidoreductases
3.20.20.410	2	4	Protein of unknown function UPF0759
3.20.20.440	2	25	D-Lysine 5,6-aminomutase alpha subunit
3.20.20.450	12	92	EAL domain
3.20.20.460	1	6	Monomethylamine methyltransferase MtmB
3.20.20.470	2	46	Glucansucrase
3.20.20.480	1	3	Trimethylamine methyltransferase-like
3.20.20.490	1	1	GxGYxYP glycoside hydrolase, C-terminal domain
3.20.20.510	1	1	Uncharacterised protein PF12979, DUF3863
3.20.20.520	1	6	Glycosyl hydrolase family 115
3.20.20.540	1	7	Radical SAM ThiC family, central domain
3.20.70.20	13	239	
3.20.80.10	9	56	Regulatory factor, effector binding domain
3.20.90.10	1	7	Tubby Protein; Chain A
3.20.100.10	3	22	mRNA triphosphatase Cet1-like
3.20.100.20	1	6	
3.20.100.30	1	10	VTC, catalytic tunnel domain
3.20.110.10	5	69	Glycoside hydrolase 38, N terminal domain
3.20.110.20	1	5	
3.20.120.10	3	29	Hydrophobin
3.20.130.10	1	5	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
3.20.140.10	6	22	nicotinate phosphoribosyltransferase
3.20.160.10	1	4	vpa0580 domain like
3.20.170.10	1	2	ADP-ribosylation domain
3.20.170.20	1	3	Protein of unknown function DUF952
3.20.170.30	1	1	
3.20.170.40	1	1	Rifampin ADP-ribosyltransferase domain
3.20.170.50	1	1	Dot/Icm secretion system IcmQ, C-terminal domain
3.20.180.10	5	19	PNP-oxidase-like
3.20.180.20	2	12	Dynein heavy chain, N-terminal domain 2
3.20.190.10	8	113	MutM-like, N-terminal
3.20.190.20	1	8	
3.20.200.10	2	38	MHCK/EF2 kinase
3.30.9.10	29	376	D-Amino Acid Oxidase, subunit A, domain 2
3.30.9.20	1	1	
3.30.9.30	3	11	
3.30.9.40	1	2	
3.30.9.60	1	3	
3.30.9.80	1	6	
3.30.9.90	1	4	
3.30.9.100	1	1	
3.30.10.10	5	63	Trypsin Inhibitor V, subunit A
3.30.10.20	7	29	
3.30.10.30	1	3	DYRK
3.30.20.10	1	41	Endochitinase, domain 2
3.30.30.10	25	209	Knottin, scorpion toxin-like
3.30.30.30	5	186	
3.30.30.40	1	2	
3.30.30.50	1	1	Translation initiation factor 2 beta, aIF2beta, N-terminal domain
3.30.30.60	2	25	D-lysine 5,6-aminomutase beta subunit KamE, N-terminal domain
3.30.30.70	1	1	Scorpion toxin-like
3.30.30.80	1	3	probable RNA-binding protein from clostridium symbiosum atcc 14940
3.30.30.90	3	14	Polymerase Basic Protein 2, C-terminal domain
3.30.30.100	2	2	
3.30.30.110	1	1	Antibacterial factor-related peptide
3.30.30.120	1	1	Diapause-specific peptide
3.30.30.130	1	2	
3.30.30.140	1	1	
3.30.30.170	2	2	
3.30.30.180	1	14	
3.30.30.200	1	3	
3.30.40.10	141	938	Zinc/RING finger domain, C3HC4 (zinc finger)
3.30.40.20	2	10	Chymotrypsin-like serine protease; domain 3
3.30.40.30	1	2	YqaI domain
3.30.40.80	1	2	Effector protein NleG
3.30.40.100	4	21	
3.30.40.110	1	1	AvrPtoB, C-terminal domain
3.30.40.140	1	8	
3.30.40.150	1	1	TRAF-like zinc-finger, N-terminal subdomain
3.30.40.170	1	1	
3.30.40.190	1	1	
3.30.40.210	1	7	
3.30.40.220	1	2	
3.30.40.230	1	10	
3.30.40.240	1	2	Transglutaminase elicitor, body domain
3.30.40.250	1	1	
3.30.43.10	23	331	Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2
3.30.43.20	1	12	
3.30.43.40	1	3	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain
3.30.44.10	1	4	Smk Toxin, beta chain
3.30.46.10	1	54	Glycine N-methyltransferase, chain A, domain 1
3.30.50.10	15	260	Erythroid Transcription Factor GATA-1, subunit A
3.30.50.20	1	1	prophage-derive protein ybcO
3.30.54.10	1	8	
3.30.54.20	3	28	
3.30.56.10	7	76	
3.30.56.30	5	24	Signal recognition particle, SRP19-like subunit
3.30.56.50	1	1	Putative DNA-binding domain, N-terminal subdomain of bacterial translation initiation factor IF2
3.30.56.60	1	1	XkdW-like
3.30.56.70	2	7	N2,N2-dimethylguanosine tRNA methyltransferase, C-terminal domain
3.30.56.80	1	5	
3.30.56.110	1	3	Protein of unknown function DUF2237
3.30.56.120	1	3	
3.30.56.130	1	2	Transcriptional regulator CtsR, winged HTH domain
3.30.60.10	3	162	Endochitinase-like
3.30.60.20	20	128	
3.30.60.30	28	183	
3.30.60.50	3	21	Hypothetical oxidoreductase yiak; domain 3
3.30.60.60	2	20	N-acetyl transferase-like
3.30.60.70	2	35	Trimeric LpxA-like enzymes
3.30.60.80	2	13	
3.30.60.90	2	4	
3.30.60.110	1	4	
3.30.60.120	1	2	
3.30.60.130	1	4	
3.30.60.140	1	4	
3.30.60.160	2	2	
3.30.60.190	1	1	
3.30.60.210	1	1	Stc1 domain
3.30.60.220	1	1	
3.30.60.230	1	4	Lsr2, dimerization domain
3.30.60.270	2	8	
3.30.60.280	1	15	
3.30.60.290	1	6	Rad4, beta-hairpin domain BHD2
3.30.60.300	4	51	
3.30.62.10	4	35	Nef Regulatory Factor
3.30.63.10	4	70	Guanylate Kinase phosphate binding domain
3.30.63.20	1	1	
3.30.65.10	1	1	Bacterial Topoisomerase I, domain 1
3.30.66.10	2	6	DNA topoisomerase I domain
3.30.67.10	3	109	Viral Envelope Glycoprotein, domain 2
3.30.67.20	1	12	Rubella membrane glycoprotein E1, domain 2
3.30.67.30	1	7	
3.30.70.20	29	393	
3.30.70.60	9	382	
3.30.70.80	8	72	Peptidase S8 propeptide/proteinase inhibitor I9
3.30.70.100	101	723	
3.30.70.120	23	451	
3.30.70.140	2	138	Aspartate carbamoyltransferase regulatory subunit, N-terminal domain
3.30.70.141	6	689	Nucleoside diphosphate kinase-like domain
3.30.70.150	8	485	RuBisCO large subunit, N-terminal domain
3.30.70.240	16	119	
3.30.70.250	14	82	Malonyl-CoA ACP transacylase, ACP-binding
3.30.70.260	50	335	
3.30.70.270	51	2729	
3.30.70.330	193	1527	
3.30.70.340	6	37	Metallocarboxypeptidase-like
3.30.70.360	25	153	
3.30.70.370	3	259	
3.30.70.380	4	35	Ferrodoxin-fold anticodon-binding domain
3.30.70.390	3	69	Epstein Barr virus nuclear antigen-1, DNA-binding domain
3.30.70.400	1	14	CheY-binding domain of CheA
3.30.70.420	2	121	Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding domain
3.30.70.440	2	3	Killer toxin KP6 alpha-subunit
3.30.70.470	2	100	
3.30.70.520	2	48	
3.30.70.560	4	103	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK
3.30.70.580	5	26	Pseudouridine synthase I, catalytic domain, N-terminal subdomain
3.30.70.590	3	81	Poly(A) polymerase predicted RNA binding domain
3.30.70.600	7	456	Ribosomal protein S10 domain
3.30.70.610	1	2	D-lactate dehydrogenase, cap domain, subdomain 1
3.30.70.640	2	56	Molybdopterin cofactor biosynthesis C (MoaC) domain
3.30.70.650	1	2	Translation repressor RegA
3.30.70.660	3	19	Pseudouridine synthase I, catalytic domain, C-terminal subdomain
3.30.70.670	1	6	Formiminotransferase, C-terminal subdomain
3.30.70.680	1	2	TRADD, N-terminal domain
3.30.70.790	5	38	UreE, C-terminal domain
3.30.70.850	1	1	Peptidase S8, pro-domain
3.30.70.860	3	7	
3.30.70.870	7	106	Elongation Factor G (Translational Gtpase), domain 3
3.30.70.890	23	176	GHMP kinase, C-terminal domain
3.30.70.920	14	129	
3.30.70.930	7	43	
3.30.70.940	7	32	NusG, N-terminal domain
3.30.70.960	2	2	SEA domain
3.30.70.970	1	1	RraB-like
3.30.70.980	5	8	
3.30.70.990	1	4	YajQ-like, domain 2
3.30.70.1000	1	2	Switch protein XOL-1, GHMP-like
3.30.70.1010	1	1	Translation elongation factor EF1B, gamma chain, conserved domain
3.30.70.1020	1	1	Trehalose-6-phosphate phosphatase related protein; domain 2
3.30.70.1030	2	50	Apc35880; domain 1
3.30.70.1040	1	5	Dystroglycan, domain 2
3.30.70.1050	4	17	Trigger factor ribosome-binding domain
3.30.70.1060	4	89	Dimeric alpha+beta barrel
3.30.70.1070	3	3	Sporulation related repeat
3.30.70.1090	1	1	Dimeric alpha+beta barrel.
3.30.70.1110	1	1	Histidine kinase CheA-like, P2 response regulator-binding domain
3.30.70.1120	1	1	TT1725-like
3.30.70.1130	3	12	EIF_2_alpha
3.30.70.1140	1	18	Phospho-2-dehydro-3-deoxyheptonate aldolase; domain 1
3.30.70.1150	7	94	ACT-like. Chain A, domain 2
3.30.70.1170	7	40	Sun protein; domain 3
3.30.70.1180	1	1	Vacuolar atp synthase subunit c; domain 1
3.30.70.1200	2	22	Crispr-associated protein; domain 1
3.30.70.1210	1	22	Crispr-associated protein; domain 2
3.30.70.1220	2	7	TFB5-like
3.30.70.1230	15	208	Nucleotide cyclase
3.30.70.1240	1	8	DOPA-like domains
3.30.70.1250	1	66	Phosphopentomutase
3.30.70.1260	1	4	bacterial protein sp0830 like
3.30.70.1270	1	1	Api92-like domains
3.30.70.1280	1	4	SP0830-like domains
3.30.70.1290	3	45	Transposase IS200-like
3.30.70.1300	1	3	VC0467-like domains
3.30.70.1320	2	186	Multidrug efflux transporter AcrB pore domain like
3.30.70.1340	1	29	MTH889-like domain
3.30.70.1350	5	32	Cation efflux protein, cytoplasmic domain
3.30.70.1360	2	8	mj0159-like
3.30.70.1370	1	2	HD domain like
3.30.70.1380	1	1	Transcriptional regulatory protein pf0864 domain like
3.30.70.1390	1	3	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2
3.30.70.1400	8	40	Aminomethyltransferase beta-barrel domains
3.30.70.1410	1	3	yhjk (haloacid dehalogenase-like hydrolase protein) domain
3.30.70.1420	1	51	Structure from the mobile metagenome of cole harbour salt marsh: integron cassette protein hfx_cass1
3.30.70.1430	3	363	Multidrug efflux transporter AcrB pore domain
3.30.70.1440	2	177	Multidrug efflux transporter AcrB pore domain
3.30.70.1450	9	176	Regulator of K+ conductance, C-terminal domain
3.30.70.1470	4	222	Caspase-like 
3.30.70.1480	1	2	GK1464-like
3.30.70.1490	3	16	Cysteine protease Prp
3.30.70.1510	1	2	THUMP domain-like
3.30.70.1520	1	8	Heterotetrameric sarcosine oxidase
3.30.70.1530	3	19	Hypothetical protein rpa1041
3.30.70.1550	1	68	Archaeal tRNA CCA-adding enzyme catalytic domain
3.30.70.1560	3	7	Alpha-L RNA-binding motif 
3.30.70.1570	1	2	
3.30.70.1590	2	7	
3.30.70.1600	1	71	
3.30.70.1610	1	8	
3.30.70.1620	1	4	
3.30.70.1630	1	2	
3.30.70.1650	1	2	PDO, CxxC motif
3.30.70.1660	2	21	
3.30.70.1670	1	9	Formylglycinamide ribonucleotide amidotransferase, C-terminal domain
3.30.70.1690	1	41	
3.30.70.1700	1	23	Phage minor tail protein U
3.30.70.1710	13	453	
3.30.70.1720	1	4	
3.30.70.1730	9	55	
3.30.70.1740	1	1	Bypass-of-forespore C, C-terminal domain
3.30.70.1750	1	1	Uncharacterised protein PF11491, DUF3213
3.30.70.1770	2	39	
3.30.70.1780	2	38	
3.30.70.1790	1	1	RepB DNA-primase, N-terminal domain
3.30.70.1800	2	8	
3.30.70.1820	1	12	L1 transposable element, RRM domain
3.30.70.1830	2	6	
3.30.70.1840	2	58	
3.30.70.1860	1	13	Uncharacterised protein family Ycf54
3.30.70.1880	1	2	Protein of unknown function DUF881
3.30.70.1890	3	22	
3.30.70.1900	4	37	
3.30.70.1910	1	1	
3.30.70.1920	2	9	
3.30.70.1940	1	4	
3.30.70.1950	2	25	
3.30.70.1970	1	3	
3.30.70.1980	1	1	Uncharacterised protein PF09406, DUF2004
3.30.70.1990	1	6	
3.30.70.2000	1	10	
3.30.70.2010	3	35	
3.30.70.2020	1	1	
3.30.70.2030	1	2	
3.30.70.2040	1	1	
3.30.70.2050	1	2	
3.30.70.2060	1	2	
3.30.70.2070	1	7	VP9 protein domain
3.30.70.2080	1	1	
3.30.70.2100	1	1	
3.30.70.2110	1	9	
3.30.70.2120	1	5	
3.30.70.2130	1	1	Metalloenzyme domain
3.30.70.2140	1	4	
3.30.70.2150	1	2	
3.30.70.2160	1	2	
3.30.70.2170	1	1	
3.30.70.2190	1	6	
3.30.70.2200	1	4	
3.30.70.2210	1	3	
3.30.70.2220	1	6	CRISPR-Cas system, Cmr2 subunit, D1 domain, cysteine cluster
3.30.70.2240	2	4	KRIT, N-terminal Nudix domain, NPxY motif-rich region
3.30.70.2250	1	12	
3.30.70.2260	1	6	
3.30.70.2280	1	2	
3.30.70.2290	1	6	Protein of unknown function (DUF3208)
3.30.70.2320	1	4	
3.30.70.2330	2	5	
3.30.70.2340	1	1	Uncharacterised protein PF12112 family, DUF3579
3.30.70.2350	1	1	
3.30.70.2360	1	1	
3.30.70.2370	1	1	
3.30.70.2380	2	3	
3.30.70.2390	1	1	
3.30.70.2400	1	2	Uncharacterised protein PF13773, DUF4170
3.30.70.2430	1	3	
3.30.70.2440	1	23	
3.30.70.2450	4	22	
3.30.70.2460	1	1	Rad4, beta-hairpin domain BHD3
3.30.70.2470	1	14	Protein-tyrosine phosphatase receptor IA-2 ectodomain
3.30.70.2480	1	11	
3.30.70.2490	1	15	
3.30.70.2500	1	26	
3.30.70.2510	1	1	
3.30.70.2520	1	5	
3.30.70.2530	1	5	
3.30.70.2540	1	11	CRISPR-associated endoribonuclease Cas6/Csy4
3.30.70.2560	1	2	
3.30.70.2570	1	10	Elongation factor 4, C-terminal domain
3.30.70.2580	1	8	
3.30.70.2590	1	28	
3.30.70.2600	2	11	
3.30.70.2610	1	3	
3.30.70.2620	1	27	
3.30.70.2630	1	8	
3.30.70.2640	1	16	Arenavirus RNA polymerase
3.30.70.2650	1	1	
3.30.70.2660	4	17	
3.30.70.2670	1	4	
3.30.70.2690	1	2	LOR/SDH bifunctional enzyme, conserved domain
3.30.70.2700	1	1	
3.30.70.2710	1	3	
3.30.70.2720	1	2	
3.30.70.2730	1	4	
3.30.70.2740	1	6	
3.30.70.2750	1	1	
3.30.70.2760	2	6	
3.30.70.2770	1	1	
3.30.70.2800	1	2	
3.30.70.2810	1	4	
3.30.70.2820	2	9	
3.30.70.2830	1	2	
3.30.70.2840	2	36	Flavivirus RNA-directed RNA polymerase, thumb domain
3.30.70.2850	1	2	
3.30.70.2860	1	12	
3.30.70.2870	1	2	Mastadenovirus E4 ORF3 
3.30.70.2880	1	8	
3.30.70.2890	1	2	XS domain
3.30.70.2910	1	4	
3.30.70.2920	1	4	
3.30.70.2940	1	1	
3.30.70.2960	1	1	
3.30.70.2970	1	4	Protein of unknown function (DUF541), domain 2
3.30.70.2980	1	2	
3.30.70.3000	3	57	
3.30.70.3020	1	1	
3.30.70.3030	1	1	
3.30.70.3040	1	6	
3.30.70.3060	1	2	
3.30.70.3080	1	2	
3.30.70.3090	1	4	ORF SCO4226, nickel-binding ferredoxin-like monomer
3.30.70.3100	1	10	
3.30.70.3110	1	4	
3.30.70.3120	1	2	
3.30.70.3150	2	4	
3.30.70.3160	1	2	
3.30.70.3170	2	8	
3.30.70.3180	1	26	
3.30.70.3190	2	2	
3.30.70.3220	1	7	
3.30.70.3250	1	9	Ribonuclease P, Pop5 subunit
3.30.70.3260	1	1	Uncharacterised protein PF10802, DUF2540
3.30.70.3270	1	14	
3.30.70.3280	1	17	Peptide chain release factor 3, domain III
3.30.70.3290	8	30	
3.30.70.3300	1	13	
3.30.70.3310	1	11	
3.30.70.3320	1	21	
3.30.70.3330	1	21	
3.30.70.3340	1	26	
3.30.70.3360	1	2	
3.30.70.3370	2	66	
3.30.70.3400	1	4	
3.30.70.3420	1	20	
3.30.70.3450	1	36	
3.30.70.3460	1	2	
3.30.70.3490	1	11	
3.30.70.3500	1	5	MukB, hinge domain
3.30.70.3510	1	1	
3.30.70.3520	1	2	
3.30.70.3530	1	1	GCM motif
3.30.70.3540	1	6	Nsp8 replicase, head domain
3.30.70.3550	1	17	Leucyl/phenylalanyl-tRNA-protein transferase, N-terminal domain
3.30.70.3560	1	8	Phi-29-like late genes activator, P4
3.30.70.3570	2	13	MvaI/BcnI restriction endonuclease, recognition domain
3.30.70.3580	1	3	Antirestriction protein 
3.30.70.3590	1	2	
3.30.70.3600	1	2	
3.30.110.10	3	5	Translation initiation factor 3 (IF-3), C-terminal domain
3.30.110.20	5	45	Alba-like domain
3.30.110.30	5	38	C-terminal domain of ProRS
3.30.110.40	6	9	TusA-like domain
3.30.110.60	1	4	YhbY-like
3.30.110.70	3	27	Hypothetical protein apc22750. Chain B
3.30.110.80	1	9	DNA double-strand break repair nuclease
3.30.110.90	1	1	Amidohydrolase
3.30.110.110	2	14	Mre11, capping domain 
3.30.110.120	2	10	
3.30.110.130	1	1	Hemolytic toxin, N-terminal domain
3.30.110.140	1	1	
3.30.110.150	4	13	SepF-like protein
3.30.110.160	1	1	
3.30.110.170	1	4	Protein of unknown function (DUF541), domain 1
3.30.110.180	1	2	
3.30.110.190	1	3	
3.30.110.200	1	2	
3.30.160.20	42	543	
3.30.160.40	3	20	Porphobilinogen deaminase, C-terminal domain
3.30.160.60	82	359	Classic Zinc Finger
3.30.160.70	5	32	Methylated DNA-protein cysteine methyltransferase domain
3.30.160.80	1	3	Amb V Allergen
3.30.160.90	1	1	
3.30.160.100	4	20	Ribosome hibernation promotion factor-like
3.30.160.110	5	21	Siroheme synthase; domain 2
3.30.160.120	1	2	Hypothetical protein MTH1880
3.30.160.130	1	1	ykff protein like domains
3.30.160.140	1	1	Shew3726-like
3.30.160.150	7	26	Lipoprotein like domain
3.30.160.160	1	10	YegP-like
3.30.160.170	1	1	FlaG-like
3.30.160.180	2	3	Putative neuraminyllactose-binding hemagglutinin homolog like domain
3.30.160.190	1	2	atu1810 like domain
3.30.160.210	2	18	DNA double-strand break repair nuclease
3.30.160.220	1	2	YoaG
3.30.160.230	1	24	N-acetyl-beta-d-glucosaminidase
3.30.160.240	1	3	Rv1738
3.30.160.250	4	13	
3.30.160.270	2	10	
3.30.160.280	2	3	
3.30.160.290	1	15	Rag2 PHD finger
3.30.160.300	2	7	
3.30.160.310	1	2	
3.30.160.320	1	1	
3.30.160.330	2	5	
3.30.160.340	1	4	
3.30.160.350	1	1	
3.30.160.360	1	1	
3.30.160.370	1	1	Domain of unknown function DUF5064
3.30.160.380	1	1	Dicer dimerisation domain
3.30.160.390	1	4	Integrase, DNA-binding domain 
3.30.160.400	1	1	
3.30.160.430	1	5	
3.30.160.460	1	1	
3.30.160.490	1	1	
3.30.160.510	1	1	Histone-like nucleoid-structuring protein H-NS
3.30.160.540	1	1	
3.30.160.560	1	2	
3.30.160.570	1	1	Ncd80 complex, Spc24 subunit
3.30.160.590	1	1	
3.30.160.600	1	18	
3.30.160.620	1	4	
3.30.160.650	1	36	
3.30.160.660	1	1	
3.30.160.670	2	2	
3.30.160.690	1	2	Bacterial toxin RNase RnlA/LsoA, N repeated domain
3.30.160.710	1	1	
3.30.160.720	1	12	
3.30.160.740	1	4	
3.30.160.750	1	6	
3.30.160.780	1	4	
3.30.160.800	1	3	
3.30.160.810	1	1	
3.30.160.820	1	23	Nsp15 N-terminal domain-like
3.30.160.830	1	1	
3.30.160.840	1	2	
3.30.160.850	1	1	
3.30.160.860	1	1	
3.30.160.870	1	3	
3.30.160.880	2	7	Cell division protein ZapA protomer, N-terminal domain
3.30.160.890	1	1	Hepatitis C virus envelope glycoprotein E1, chain C
3.30.170.10	2	41	Cyclin-dependent kinase, regulatory subunit
3.30.190.10	3	285	Ribulose bisphosphate carboxylase, small subunit
3.30.190.20	5	107	
3.30.190.30	1	2	
3.30.200.20	227	7350	Phosphorylase Kinase; domain 1
3.30.200.40	2	36	Scavenger mRNA decapping enzyme, N-terminal domain
3.30.200.60	2	27	Peptidase C65 Otubain, subdomain 1
3.30.200.70	1	1	
3.30.200.90	2	2	
3.30.200.100	1	1	MucB/RseB, C-terminal domain
3.30.200.110	1	23	Inositol-pentakisphosphate 2-kinase, N-lobe
3.30.200.120	1	10	
3.30.200.150	1	9	
3.30.200.160	1	1	TFIIIC, subcomplex tauA, subunit Sfc1, barrel domain
3.30.200.180	1	2	
3.30.200.190	1	12	
3.30.200.200	1	13	
3.30.200.210	1	12	
3.30.200.260	1	2	
3.30.200.270	1	10	
3.30.210.10	8	551	DNA polymerase, thumb domain
3.30.230.10	45	1274	
3.30.230.20	2	93	lpxc deacetylase, domain 1
3.30.230.30	1	2	Impact, N-terminal domain
3.30.230.40	4	110	Imidazole glycerol phosphate dehydratase; domain 1
3.30.230.60	1	10	Formaldehyde-activating enzyme
3.30.230.70	19	346	GHMP Kinase, N-terminal domain
3.30.230.80	3	69	
3.30.230.90	2	6	
3.30.230.100	1	3	
3.30.230.110	2	28	
3.30.230.120	1	4	
3.30.230.130	2	12	Cullin; Chain C, Domain 2 
3.30.230.140	1	11	
3.30.240.10	2	18	CRO Repressor
3.30.240.20	2	8	bsu07140 like domains
3.30.240.30	1	2	
3.30.240.40	3	14	E6 early regulatory protein
3.30.250.10	3	94	RecA protein, C-terminal domain
3.30.250.20	2	14	L1 transposable element, C-terminal domain
3.30.260.10	9	631	TCP-1-like chaperonin intermediate domain
3.30.280.10	1	82	Urease, gamma-like subunit
3.30.300.10	11	330	
3.30.300.20	30	529	
3.30.300.30	30	256	
3.30.300.50	3	14	
3.30.300.70	1	1	RimP-like superfamily, N-terminal
3.30.300.80	1	12	FLP Recombinase,  lambda integrase-like, N-terminal domain (domain 1)
3.30.300.90	8	26	BolA-like
3.30.300.100	2	7	MTH677-like
3.30.300.110	3	15	Met-10+ protein-like domains
3.30.300.130	4	29	Fe-S cluster assembly (FSCA)
3.30.300.150	1	1	DNA polymerase III, tau subunit, domain V 
3.30.300.160	2	7	Type II secretion system, protein E, N-terminal domain
3.30.300.170	1	38	
3.30.300.180	3	5	
3.30.300.190	1	1	
3.30.300.200	1	3	
3.30.300.210	1	1	Nutrient germinant receptor protein C, domain 3
3.30.300.220	1	2	
3.30.300.230	1	6	
3.30.300.250	2	3	
3.30.300.260	1	2	
3.30.300.280	1	24	S-adenosylmethionine synthetase, C-terminal domain
3.30.300.290	1	4	
3.30.300.300	1	1	
3.30.300.320	1	11	
3.30.300.330	1	36	
3.30.300.340	1	24	S-adenosylmethionine synthetase, N-terminal domain
3.30.300.350	1	1	GTP-binding protein OBG, C-terminal domain
3.30.300.360	1	2	Protein of unknown function (DUF2498)
3.30.300.370	1	3	
3.30.305.10	1	2	Colicin Ia; domain 2
3.30.310.10	10	184	TATA-Binding Protein
3.30.310.20	2	45	DNA-3-methyladenine glycosylase AlkA, N-terminal domain
3.30.310.40	1	37	
3.30.310.50	13	128	Alpha-D-phosphohexomutase, C-terminal domain
3.30.310.60	1	28	Like-Sm ribonucleoprotein, C-terminal domain
3.30.310.70	2	4	TT1751-like domain
3.30.310.80	8	38	Kinase associated domain 1, KA1
3.30.310.100	1	3	YugN-like
3.30.310.110	1	7	XisI-like
3.30.310.120	1	1	Rbstp2229 like protein
3.30.310.130	2	5	Ubiquitin-related
3.30.310.140	1	5	sec7 domains
3.30.310.160	2	13	YycH protein, domain 2
3.30.310.170	1	3	Outer membrane protein assembly factor BamC
3.30.310.180	1	8	
3.30.310.190	1	1	
3.30.310.200	1	4	
3.30.310.210	2	7	
3.30.310.220	1	2	Fungal kinase associated-1 domain
3.30.310.230	1	5	Sigma factor-binding protein Crl monomer
3.30.310.240	1	2	Bacterial toxin RNase RnlA/LsoA, N-terminal domain
3.30.310.250	1	2	Sporulation inhibitor of replication protein SirA
3.30.310.260	1	8	
3.30.310.270	1	2	
3.30.310.280	1	5	
3.30.342.10	3	211	DNA Polymerase, chain B, domain 1
3.30.350.10	1	13	Subtilisin inhibitor-like
3.30.360.10	72	1506	Dihydrodipicolinate Reductase; domain 2
3.30.360.20	3	24	RNA 3'-terminal phosphate cyclase, insert domain
3.30.360.30	1	17	homospermidine synthase like
3.30.360.40	1	1	YwmB-like
3.30.360.50	2	27	S-adenosylmethionine decarboxylase
3.30.360.60	1	7	
3.30.360.80	1	4	
3.30.360.90	1	1	
3.30.360.110	1	6	S-adenosylmethionine decarboxylase domain
3.30.365.10	27	454	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain
3.30.370.10	2	51	Barstar-like
3.30.370.20	1	4	
3.30.379.10	14	174	Chitobiase/beta-hexosaminidase domain 2-like
3.30.379.20	1	6	
3.30.379.30	1	6	
3.30.380.10	4	233	MS2 Viral Coat Protein
3.30.386.10	2	11	Chitosanase, subunit A, domain 2
3.30.387.10	1	109	Viral Envelope Glycoprotein, domain 3
3.30.390.10	70	1364	Enolase-like, N-terminal domain
3.30.390.30	27	533	
3.30.390.50	11	122	CO dehydrogenase flavoprotein, C-terminal domain
3.30.390.60	1	3	Heat-inducible transcription repressor hrca homolog; domain 3
3.30.390.70	1	2	Salmonella typhimurium protein
3.30.390.80	1	77	DNA repair protein Rad52/59/22 
3.30.390.100	1	4	
3.30.390.110	3	13	
3.30.390.120	1	2	
3.30.390.130	1	4	
3.30.390.140	1	1	
3.30.390.150	2	6	
3.30.390.160	1	1	
3.30.390.170	1	1	
3.30.390.180	2	13	RNA silencing suppressor P19
